job_loss_article_headline,job_loss_article_url,job_loss_country_name,job_loss_date_accessed,job_loss_dates_mentioned,job_loss_entities_mentioned,job_loss_extracted_text,job_loss_id,job_loss_language,job_loss_numbers_mentioned,job_loss_publication_date,job_loss_publication_name,country,id
'EU to provide €113m as wages for Bangladesh RMG workers',http://www.fibre2fashion.com/news/manufacturing-news/eu-to-provide-113m-as-wages-for-bangladesh-rmg-workers-267655-newsdetails.htm,Global,2020-10-25,"['March', 'July']","['March', 'July', 'EU', 'Bangladesh', 'COVID-19', 'Garment', 'Manufacturers', 'Exporters', 'Association', 'BGMEA', 'Knitwear', 'BKMEA']","Workers who were laid off due to the closure of factories, after the government decided to shut down all businesses in March, and did not join another factory and are still unemployed, will be eligible for the cash support.However, the disbursement of this cash support has not started due to bureaucratic difficulties, and is expected to start from July once an agreement is singed by the EU and the Bangladesh government, and other necessary procedures are completed.More than 400 RMG factories laid off workers due to cancellations of orders by global apparel brands and retailers and lack of new orders from foreign buyers amid the COVID-19 pandemic, according to data from the Bangladesh Garment Manufacturers and Exporters Association (BGMEA) and Bangladesh Knitwear Manufacturers and Exporters Association (BKMEA).",6769,English,['More than 400'],"""\r\n    03\r\n    Jun '20""",Fibre 2 Fashion - All News,Global,4
'EU to provide €113m as wages for Bangladesh RMG workers',http://www.fibre2fashion.com/news/manufacturing-news/eu-to-provide-113m-as-wages-for-bangladesh-rmg-workers-267655-newsdetails.htm,Global,2020-10-25,"['March', 'July']","['March', 'July', 'EU', 'Bangladesh', 'COVID-19', 'Garment', 'Manufacturers', 'Exporters', 'Association', 'BGMEA', 'Knitwear', 'BKMEA']","Workers who were laid off due to the closure of factories, after the government decided to shut down all businesses in March, and did not join another factory and are still unemployed, will be eligible for the cash support.However, the disbursement of this cash support has not started due to bureaucratic difficulties, and is expected to start from July once an agreement is singed by the EU and the Bangladesh government, and other necessary procedures are completed.More than 400 RMG factories laid off workers due to cancellations of orders by global apparel brands and retailers and lack of new orders from foreign buyers amid the COVID-19 pandemic, according to data from the Bangladesh Garment Manufacturers and Exporters Association (BGMEA) and Bangladesh Knitwear Manufacturers and Exporters Association (BKMEA).",6767,English,['More than 400'],"""\r\n    03\r\n    Jun '20""",Fibre 2 Fashion - All News,Global,4
'73 factories in Yangon closed; most are garment units',http://www.fibre2fashion.com/news/manufacturing-news/73-factories-in-yangon-closed-most-are-garment-units-266304-newsdetails.htm,Global,2020-10-25,[],"['Yangon', 'Myanmar', 'Shwelinban', 'Industrial', 'Zone', 'Hlaingtharyar']",Yangon (Myanmar) Fashion garment factory in Shwelinban Industrial Zone in Hlaingtharyar has a workforce of 904 laid off 686 workers recently due to the cancellation of orders.,6943,English,"['904', '686']","""\r\n    08\r\n    Apr '20""",Fibre 2 Fashion - All News,Global,4
'73 factories in Yangon closed; most are garment units',http://www.fibre2fashion.com/news/manufacturing-news/73-factories-in-yangon-closed-most-are-garment-units-266304-newsdetails.htm,Global,2020-10-25,[],"['Yangon', 'Myanmar', 'Shwelinban', 'Industrial', 'Zone', 'Hlaingtharyar']",Yangon (Myanmar) Fashion garment factory in Shwelinban Industrial Zone in Hlaingtharyar has a workforce of 904 laid off 686 workers recently due to the cancellation of orders.,6939,English,"['904', '686']","""\r\n    08\r\n    Apr '20""",Fibre 2 Fashion - All News,Global,4
'Aleem Yusuf launches new bridal capsule collection',http://www.fibre2fashion.com/news/fashion-announcement-news/aleem-yusuf-launches-new-bridal-capsule-collection-269028-newsdetails.htm,Global,2020-10-25,[],['Yusuf'],"Yusuf explores the cut and drape of beautiful and exquisite fabrics that sparkle playfully, befitting the occasion.",6553,English,[],"""\r\n    04\r\n    Aug '20""",Fibre 2 Fashion - All News,Global,4
'Aleem Yusuf launches new bridal capsule collection',http://www.fibre2fashion.com/news/fashion-announcement-news/aleem-yusuf-launches-new-bridal-capsule-collection-269028-newsdetails.htm,Global,2020-10-25,[],['Yusuf'],"Yusuf explores the cut and drape of beautiful and exquisite fabrics that sparkle playfully, befitting the occasion.",6550,English,[],"""\r\n    04\r\n    Aug '20""",Fibre 2 Fashion - All News,Global,4
'BASF South East Asia joins ZDHC Foundation as Contributor',http://www.fibre2fashion.com/news/sustainability-news/basf-south-east-asia-joins-zdhc-foundation-as-contributor-269056-newsdetails.htm,Global,2020-10-25,[],['ZDHC'],"ZDHC guidelines, platforms and solutions drive large-scale industry wide implementation that advances the industry as a whole towards the zero discharge of hazardous chemicals.",6584,English,['zero'],"""\r\n    05\r\n    Aug '20""",Fibre 2 Fashion - All News,Global,4
'BASF South East Asia joins ZDHC Foundation as Contributor',http://www.fibre2fashion.com/news/sustainability-news/basf-south-east-asia-joins-zdhc-foundation-as-contributor-269056-newsdetails.htm,Global,2020-10-25,[],['ZDHC'],"ZDHC guidelines, platforms and solutions drive large-scale industry wide implementation that advances the industry as a whole towards the zero discharge of hazardous chemicals.",6585,English,['zero'],"""\r\n    05\r\n    Aug '20""",Fibre 2 Fashion - All News,Global,4
'COVID-19: A Black Swan for the Fashion Industry',https://www.fibre2fashion.com/industry-article/8751/covid-19-a-black-swan-for-the-fashion-industry,Global,2020-10-25,[],[],"5) What career choices or
opportunities would be available for the middle and high level employees, who
have been fired or laid off from the firms they worked, either because of
pressure, safety or compelling salary deductions?",7185,English,['5'],' Published : Aug 2020  ',Fibre 2 Fashion - Articles,Global,4
'Retailing A People’s Story',https://www.fibre2fashion.com/industry-article/8785/retailing-a-people-s-story,Global,2020-10-25,[],[],"All that a cluster will
require would be common facility centres that can procure fabrics, cut and
offering bundles to be stitched and packed at the cluster production centres
housing 40 machines each.",7198,English,['40'],' Published : Oct 2020  ',Fibre 2 Fashion - Articles,Global,4
'Designing &amp; Weaving Techniques of FVCPF in Handloom',https://www.fibre2fashion.com/industry-article/8737/designing-weaving-techniques-of-fvcpf-in-handloom,Global,2020-10-25,[],['Fig'],All the six fabrics woven in the first loom are cut into strips and are serially arranged as shown in Fig.,7191,English,['six'],' Published : Aug 2020  ',Fibre 2 Fashion - Articles,Global,4
'In a Spot',https://www.fibre2fashion.com/industry-article/8786/in-a-spot,Global,2020-10-25,[],[],"A lot of designers have laid off their staff to cut
their overheads expenses and survive in the long run.",7199,English,[],' Published : Oct 2020  ',Fibre 2 Fashion - Articles,Global,4
"'Global PPE Market Dynamics, Demand from US and EU to Rise'",https://www.fibre2fashion.com/industry-article/8659/sharp-rise-in-global-ppe-demand-from-us-eu,Global,2020-10-25,[],"['US', 'Canada', 'Mexico', 'sanitiser']","An export cut of US masks and respirators to Canada and Mexico would be disastrous, even for the US residents as Canada is a major supplier of hand sanitiser to the US.",7234,English,[],' Published : Apr 2020  ',Fibre 2 Fashion - Articles,Global,4
'Survival struggle',https://www.fibre2fashion.com/industry-article/8792/survival-struggle,Global,2020-10-25,[],[],"Apart from this, we are looking to cut costs wherein additional space and resources will be optimised as per current working norms.",7146,English,[],' Published : Oct 2020  ',Fibre 2 Fashion - Articles,Global,4
'Options for Fashion Retailers with Unsold Inventory',https://www.fibre2fashion.com/industry-article/8774/options-for-fashion-retailers-with-unsold-inventory,Global,2020-10-25,"['winter', 'spring-summer', 'autumn-winter season', 'August']","['Madame', 'August']","Apparel retailer Madame has cut its winter order by almost 70 per cent, focusing instead on using its existing unsold spring-summer inventory for the upcoming autumn-winter season in August.",7148,English,['almost 70'],' Published : Sep 2020  ',Fibre 2 Fashion - Articles,Global,4
'Fashion Face Masks – A Short History Before Covid-19',https://www.fibre2fashion.com/industry-article/8782/fashion-face-masks-a-short-history-before-covid-19,Global,2020-10-25,[],[],"Arguably, cut from
the many discarded outfits they found in the recesses of their closets.",7195,English,[],' Published : Sep 2020  ',Fibre 2 Fashion - Articles,Global,4
'A logistical nightmare',https://www.fibre2fashion.com/industry-article/8718/a-logistical-nightmare,Global,2020-10-25,[],[],"As job losses keep mounting, leave alone plateauing, consumption levels will keep dipping at a pace faster than that of job losses.",7175,English,[],' Published : Jul 2020  ',Fibre 2 Fashion - Articles,Global,4
'Indonesian textiles industry likely to pull through global pandemic',https://www.fibre2fashion.com/industry-article/8679/indonesian-textiles-industry-likely-to-pull-through-global-pandemic,Global,2020-10-25,['April 5'],"['April', 'Jakarta']","As of April 5, more than 132,000 workers had been furloughed in Jakarta and more than 30,000 have been laid off.",7163,English,"['more than 132,000', 'more than 30,000']",' Published : May 2020  ',Fibre 2 Fashion - Articles,Global,4
'Indonesian textiles industry likely to pull through global pandemic',https://www.fibre2fashion.com/industry-article/8679/indonesian-textiles-industry-likely-to-pull-through-global-pandemic,Global,2020-10-25,[],"['Indonesia', 'Australia']","As per the Indonesia-Australia free trade agreement, Australia would cut a 5 per cent import duty on textile and clothing products.",7160,English,['5'],' Published : May 2020  ',Fibre 2 Fashion - Articles,Global,4
'Global factories: Uncertainty ahead',https://www.fibre2fashion.com/industry-article/8748/global-factories-uncertainty-ahead,Global,2020-10-25,[],[],"Both countries, of course, have lost out huge amounts to cancelled orders and seeing job losses.",7187,English,[],' Published : Aug 2020  ',Fibre 2 Fashion - Articles,Global,4
'Survival struggle',https://www.fibre2fashion.com/industry-article/8792/survival-struggle,Global,2020-10-25,[],[],Business resources should be optimised and unnecessary costs cut down.,7149,English,[],' Published : Oct 2020  ',Fibre 2 Fashion - Articles,Global,4
'Indonesian textiles industry likely to pull through global pandemic',https://www.fibre2fashion.com/industry-article/8679/indonesian-textiles-industry-likely-to-pull-through-global-pandemic,Global,2020-10-25,[],"['Indonesian', 'Textile', 'Association', 'Jemmy', 'Kartiwa', 'Sastraatmaja']","Chairman of Indonesian Textile Association, Jemmy Kartiwa Sastraatmaja has requested for tax relief and stimulus package for producers to avoid mass lay-offs with massive squeeze in cash flow amid slowing of local and overseas demand.",7171,English,[],' Published : May 2020  ',Fibre 2 Fashion - Articles,Global,4
'Integrating Sustainability',https://www.fibre2fashion.com/industry-article/8800/integrating-sustainability,Global,2020-10-25,[],[],"
                
                     
Companies have their roles cut out at the organisational level itself to be able to push for a transformational change towards circularity.",7147,English,[],' Published : Oct 2020  ',Fibre 2 Fashion - Articles,Global,4
'Options for Fashion Retailers with Unsold Inventory',https://www.fibre2fashion.com/industry-article/8774/options-for-fashion-retailers-with-unsold-inventory,Global,2020-10-25,['the last fiscal'],['Jain'],"Compared to the last fiscal, Jain said the firm has cut sales forecast by 35-40 per cent.",7150,English,['35'],' Published : Sep 2020  ',Fibre 2 Fashion - Articles,Global,4
"'Japanese Fashion – History, Trends, Innovation And Sustainability'",https://www.fibre2fashion.com/industry-article/8744/japanese-fashion-history-trends-innovation-and-sustainability,Global,2020-10-25,[],[],"Composed solely of rectangles and triangles, the fabric panels were cut to fit alongside each other.",7156,English,[],' Published : Aug 2020  ',Fibre 2 Fashion - Articles,Global,4
'Evolution of Vietnam’s Textiles &amp; Garments Industry amid COVID-19',https://www.fibre2fashion.com/industry-article/8705/evolution-of-vietnam-s-textiles-garments-industry-amid-covid-19,Global,2020-10-25,['March'],"['COVID-19', 'Impact', 'Order', 'US', 'EU', 'Production', 'Cut', 'Vietnam', '’s', 'labour', 'ministry', 'March']","COVID-19 Impact 
Order Cancellation from the US and the EU and Production Cut in Vietnam 
As per the data from country’s labour ministry, the COVID-19 pandemic has impacted 15 per cent production cut in Vietnam in March.",7169,English,['15'],' Published : Jun 2020  ',Fibre 2 Fashion - Articles,Global,4
'Namda: An Endangered Craft of Kashmir',https://www.fibre2fashion.com/industry-article/8770/namda-an-endangered-craft-of-kashmir,Global,2020-10-25,[],[],"Cut work namda: In this, cut pieces are arranged as per the design while creating layers to get the desired result.",7192,English,[],' Published : Aug 2020  ',Fibre 2 Fashion - Articles,Global,4
'CEO Agenda 2020: Systemic change',https://www.fibre2fashion.com/industry-article/8637/ceo-agenda-2020-systemic-change,Global,2020-10-25,[],[],"Digitisation of the supply chain and technological advances such as artificial intelligence, automation and robotics are together a double-edged sword: it cuts both ways.",7225,English,[],' Published : Apr 2020  ',Fibre 2 Fashion - Articles,Global,4
'Impacts of COVID-19 on US Textile &amp; Clothing Industry',https://www.fibre2fashion.com/industry-article/8646/impacts-of-covid-19-on-us-textile-clothing-industry,Global,2020-10-25,['March'],['March'],"Economists and consumer analysts expected a strong cut in March spending, as apparel and footwear stores closed across the country.",7226,English,[],' Published : Apr 2020  ',Fibre 2 Fashion - Articles,Global,4
'Evolution of Vietnam’s Textiles &amp; Garments Industry amid COVID-19',https://www.fibre2fashion.com/industry-article/8705/evolution-of-vietnam-s-textiles-garments-industry-amid-covid-19,Global,2020-10-25,[],[],"Eight square metre fabric pieces are cleaned, dried, flattened and then cut into small pieces.",7182,English,['Eight'],' Published : Jun 2020  ',Fibre 2 Fashion - Articles,Global,4
'Can luxury fashion rebound?',https://www.fibre2fashion.com/industry-article/8712/can-luxury-fashion-rebound,Global,2020-10-25,[],[],"Even if there is some cut in their numbers, it is just like a drop in the ocean.",7170,English,[],' Published : Jul 2020  ',Fibre 2 Fashion - Articles,Global,4
'India overview: Close quarters',https://www.fibre2fashion.com/industry-article/8674/india-overview-close-quarters,Global,2020-10-25,[],[],Even online purchases—otherwise growing prior to the outbreak—have declined by 15 per cent as consumers cut back on discretionary spending.,7206,English,[],' Published : May 2020  ',Fibre 2 Fashion - Articles,Global,4
'Indian textile industry post COVID-19 outbreak: An analysis',https://www.fibre2fashion.com/industry-article/8653/indian-textile-industry-post-covid-19-outbreak-an-analysis,Global,2020-10-25,[],"['Include', 'RoSCTL', 'InterestEqualisation', 'Scheme', 'IES', 'Merchandise', 'Exports', 'India', 'Enhance']","Exemption of all raw materials, dyes and chemicals,intermediaries, spares, accessories, etc, from anti-dumping duty and basiccustoms duty

Include cotton yarn and fabrics under RoSCTL, InterestEqualisation Scheme (IES) and Merchandise Exports from India Scheme (MEIS)benefits with immediate effect to prevent unemployment in the handloom, powerloom and spinning sectors
Enhance IES benefit for all textiles and clothing exports to 5 per cent; and reduce the bank interest rate by 3 per cent.",7233,English,[],' Published : Apr 2020  ',Fibre 2 Fashion - Articles,Global,4
'Consumers demand sustainability after COVID-19. But can ethical textile industry recover from the crisis?',https://www.fibre2fashion.com/industry-article/8762/consumers-demand-sustainability-after-covid-19-but-can-ethical-textile-industry-recover-from-the-cri,Global,2020-10-25,[],['Bangladesh'],"For example, 80 per cenr of textile suppliers in Bangladesh said that they couldn't even provide severance packages to the workers that had been laid off as a result of en-masse order cancellation.",7196,English,['80'],' Published : Aug 2020  ',Fibre 2 Fashion - Articles,Global,4
'Indonesian textiles industry likely to pull through global pandemic',https://www.fibre2fashion.com/industry-article/8679/indonesian-textiles-industry-likely-to-pull-through-global-pandemic,Global,2020-10-25,[],[],"Furloughs, unpaid leave and massive layoffs have severely impacted the women workers.",7168,English,[],' Published : May 2020  ',Fibre 2 Fashion - Articles,Global,4
'MSMEs need tech wand to surf the wave',https://www.fibre2fashion.com/industry-article/8692/msmes-need-tech-wand-to-surf-the-wave,Global,2020-10-25,['March 18'],"['UN', 'International', 'Labour', 'Organization', 'ILO', 'Monitor', 'COVID-19', 'March']","Further, according to the UN-based International Labour Organization (ILO) Monitor's 2nd edition: 'COVID-19 and the world of work', published on March 18, 1.25 billion workers are employed in the sectors identified as being at high risk of ""drastic and devastating"" increases in layoffs and reductions in wages and working hours.",7161,English,['1.25 billion'],' Published : Jun 2020  ',Fibre 2 Fashion - Articles,Global,4
"'Distress, Bankruptcy hit Apparel brands'",https://www.fibre2fashion.com/industry-article/8715/distress-bankruptcy-hit-apparel-brands,Global,2020-10-25,[],['Bangladesh'],Garment factories in Bangladesh have laid off thousands of workers.,7178,English,['thousands'],' Published : Jul 2020  ',Fibre 2 Fashion - Articles,Global,4
'Going Zero Waste to Boost Chemical Industry',https://www.fibre2fashion.com/industry-article/8623/going-zero-waste-to-boost-chemical-industry,Global,2020-10-25,[],[],"Going zero waste is not just an environmental step, but also an extremely economical and pragmatic business idea, which can not only cuts costs but also speeds up production and boosts efficiency.",7215,English,['zero'],' Published : Apr 2020  ',Fibre 2 Fashion - Articles,Global,4
'Harmful Effects of Textile Waste',https://www.fibre2fashion.com/industry-article/8696/harmful-effects-of-textile-waste,Global,2020-10-25,[],[],Handmade drawings are replaced by machine-made replicates that cut down time and cost.,7164,English,[],' Published : Jun 2020  ',Fibre 2 Fashion - Articles,Global,4
'Evolution of Vietnam’s Textiles &amp; Garments Industry amid COVID-19',https://www.fibre2fashion.com/industry-article/8705/evolution-of-vietnam-s-textiles-garments-industry-amid-covid-19,Global,2020-10-25,[],"['fund', 'insurance']",Hence all the textiles and clothing players proposed government to quickly disburse approved economic stimulus packages and consider partial use of the unemployment insurance fund and social insurance fund to help businesses continue paying their workers.,7174,English,[],' Published : Jun 2020  ',Fibre 2 Fashion - Articles,Global,4
'COVID-19 plays havoc with Cambodian Textile &amp; Clothing business',https://www.fibre2fashion.com/industry-article/8663/covid-19-plays-havoc-with-cambodian-textile-clothing-business,Global,2020-10-25,[],[],Hence the labour unions are sceptical about the ability of companies to continue providing this compensation for unemployment.,7204,English,[],' Published : May 2020  ',Fibre 2 Fashion - Articles,Global,4
"""Truetzschler's TC19i benchmark for man-made fibre processing""",https://www.fibre2fashion.com/industry-article/8802/truetzschler-s-tc19i-benchmark-for-man-made-fibre-processing,Global,2020-10-25,[],['TC'],"However, they were able to produce 60 per cent faster with the TC 19i, and clearer cut numbers were 50 per cent lower than the first line.",7152,English,['50'],' Published : Oct 2020  ',Fibre 2 Fashion - Articles,Global,4
'Evolution of Vietnam’s Textiles &amp; Garments Industry amid COVID-19',https://www.fibre2fashion.com/industry-article/8705/evolution-of-vietnam-s-textiles-garments-industry-amid-covid-19,Global,2020-10-25,[],"['State', 'Bank', 'Vietnam']","If possible, the State Bank of Vietnam should create conditions for commercial banks to cut lending rates.",7166,English,[],' Published : Jun 2020  ',Fibre 2 Fashion - Articles,Global,4
'CEO Agenda 2020: Systemic change',https://www.fibre2fashion.com/industry-article/8637/ceo-agenda-2020-systemic-change,Global,2020-10-25,[],['GHG'],"If the industry is to work towards a net zero-emission economy, then GHG emissions would need to be cut down drastically through the value chain.",7221,English,['zero'],' Published : Apr 2020  ',Fibre 2 Fashion - Articles,Global,4
'Indian textile industry post COVID-19 outbreak: An analysis',https://www.fibre2fashion.com/industry-article/8653/indian-textile-industry-post-covid-19-outbreak-an-analysis,Global,2020-10-25,['two to three weeks'],[],"If the situation persists for two to three weeks, exporters will have to cut production.",7230,English,[],' Published : Apr 2020  ',Fibre 2 Fashion - Articles,Global,4
'COVID-19 plays havoc with Cambodian Textile &amp; Clothing business',https://www.fibre2fashion.com/industry-article/8663/covid-19-plays-havoc-with-cambodian-textile-clothing-business,Global,2020-10-25,[],"['Industry', 'Stakeholders']","Impact on Industry Stakeholders 
With a depleting stock, factories have already started reduction in manufacturing and cut in overtime hours.",7201,English,[],' Published : May 2020  ',Fibre 2 Fashion - Articles,Global,4
'Indian textile industry post COVID-19 outbreak: An analysis',https://www.fibre2fashion.com/industry-article/8653/indian-textile-industry-post-covid-19-outbreak-an-analysis,Global,2020-10-25,[],[],"Indian government should pitch in, where workers are employed on a permanent basis, large scale layoffs are not happening yet.",7238,English,[],' Published : Apr 2020  ',Fibre 2 Fashion - Articles,Global,4
"""Aftermath of Covid-19: How is Cambodia's textiles industry progressing?""",https://www.fibre2fashion.com/industry-article/8743/aftermath-of-covid-19-how-is-cambodia-s-textiles-industry-progressing,Global,2020-10-25,[],[],"In order to remove the pressure of unemployment, the Cambodian government has decided to pay $70 a month to each of the workers.",7186,English,[],' Published : Aug 2020  ',Fibre 2 Fashion - Articles,Global,4
'Evolution of Vietnam’s Textiles &amp; Garments Industry amid COVID-19',https://www.fibre2fashion.com/industry-article/8705/evolution-of-vietnam-s-textiles-garments-industry-amid-covid-19,Global,2020-10-25,['the end of March 2020'],"['March', 'Vinatex']","In the end of March 2020, Vinatex asked its members to find opportunities to produce PPEs to export for prevention of the disease such as face masks, medical clothes, and single use clothes from nonwoven fabrics by applying a flexible working regime, reduced working hours to around 32 to 40 hours per week, after reaching an agreement with workers; to lower expenses and asking for exemption or delay of the payment of social insurance, unemployment insurance, and union dues.",7181,English,[],' Published : Jun 2020  ',Fibre 2 Fashion - Articles,Global,4
'Covid19 Impact: Locked Down',https://www.fibre2fashion.com/industry-article/8624/covid19-impact-locked-down,Global,2020-10-25,['the end of the second quarter'],"['US', '2020,which']","In the US alone,47 million people could lose their jobs by the end of the second quarter of 2020,which could be more than three times worse than the peak of the Great Recession.",7217,English,['more than three'],' Published : Apr 2020  ',Fibre 2 Fashion - Articles,Global,4
'A logistical nightmare',https://www.fibre2fashion.com/industry-article/8718/a-logistical-nightmare,Global,2020-10-25,['May-end'],"['US', 'May']","In the US alone, the job losses had crossed 40 million in May-end.",7172,English,['40 million'],' Published : Jul 2020  ',Fibre 2 Fashion - Articles,Global,4
'Indonesian textiles industry likely to pull through global pandemic',https://www.fibre2fashion.com/industry-article/8679/indonesian-textiles-industry-likely-to-pull-through-global-pandemic,Global,2020-10-25,['early April'],"['West', 'Java', 'Central', 'April']","In West Java and Central Java nearly 300,000 workers have been furloughed as of early April and nearly 30,000 laid off.",7165,English,"['nearly 300,000', 'nearly 30,000']",' Published : May 2020  ',Fibre 2 Fashion - Articles,Global,4
'COVID-19 Lockdown: Impact on Textile Industry',https://www.fibre2fashion.com/industry-article/8635/covid-19-lockdown-impact-on-textile-industry,Global,2020-10-25,[],[],"It is tough to say when these countries will return to normal life, and even if they do, how soon will consumers start spending as the lockdown will result in unemployment as well.",7220,English,[],' Published : Apr 2020  ',Fibre 2 Fashion - Articles,Global,4
'Climate Emergency: - Time to Act Now!',https://www.fibre2fashion.com/industry-article/8545/climate-emergency-time-to-act-now,Global,2020-10-25,[],[],"It provides a roadmap with actions to ""boost the efficient use of resources by moving to a clean, circular economy and stop climate change, revert biodiversity loss and cut pollution.""",7241,English,[],' Published : Jan 2020  ',Fibre 2 Fashion - Articles,Global,4
"'Distress, Bankruptcy hit Apparel brands'",https://www.fibre2fashion.com/industry-article/8715/distress-bankruptcy-hit-apparel-brands,Global,2020-10-25,[],[],"It was already in a difficult position before the pandemic, and temporarily laid off 90 per cent of its store employees and 30 per cent of its workers at its headquarters as a result of the pandemic.",7176,English,[],' Published : Jul 2020  ',Fibre 2 Fashion - Articles,Global,4
'Banarasi Sari - Evolution and Endurance in Modern Age',https://www.fibre2fashion.com/industry-article/8776/banarasi-sari-evolution-and-endurance-in-modern-age,Global,2020-10-25,[],['Kora'],"Kora cutwork: In this kind, cut work are made against a plain ground.",7155,English,[],' Published : Sep 2020  ',Fibre 2 Fashion - Articles,Global,4
'Outlook for global cotton production',https://www.fibre2fashion.com/industry-article/8632/outlook-for-global-cotton-production,Global,2020-10-25,[],['Brazil'],Lower projected cotton planted area in Brazil is expected to cut the production by 1.2 million bales.,7218,English,[],' Published : Apr 2020  ',Fibre 2 Fashion - Articles,Global,4
'Chasing the Future',https://www.fibre2fashion.com/industry-article/8665/chasing-the-future,Global,2020-10-25,[],[],Many reports have talked about job losses.,7203,English,[],' Published : May 2020  ',Fibre 2 Fashion - Articles,Global,4
'Impacts of COVID-19 on US Textile &amp; Clothing Industry',https://www.fibre2fashion.com/industry-article/8646/impacts-of-covid-19-on-us-textile-clothing-industry,Global,2020-10-25,[],[],"Many retailers have already removed workers or furloughed them, and executives’ pay cuts have started.",7229,English,[],' Published : Apr 2020  ',Fibre 2 Fashion - Articles,Global,4
'Indian textile industry post COVID-19 outbreak: An analysis',https://www.fibre2fashion.com/industry-article/8653/indian-textile-industry-post-covid-19-outbreak-an-analysis,Global,2020-10-25,"['March 11, 2020', 'Monday', '2020']","['March', 'Moody', 'India', 'Growth', 'Forecast', 'Domestic', 'Demand', '’s', 'Investors', 'Service', 'Monday']","March 11, 2020 
 
Moody’s Cuts India Growth Forecast Curtailed with Dampened Domestic Demand 
Moody’s Investors Service on Monday cut its growth forecast for India to 5.3 per cent for 2020 from 5.4 per cent estimated earlier, as it expects the coronavirus outbreak to dampen domestic demand globally.",7228,English,[],' Published : Apr 2020  ',Fibre 2 Fashion - Articles,Global,4
'6 Top Denim Trends Millennials Are Chasing',https://www.fibre2fashion.com/industry-article/8564/6-top-denim-trends-millennials-are-chasing,Global,2020-10-25,[],[],Millennials are chasing boot cuts for many different styles.,7209,English,[],' Published : Jan 2020  ',Fibre 2 Fashion - Articles,Global,4
'Chasing the Future',https://www.fibre2fashion.com/industry-article/8665/chasing-the-future,Global,2020-10-25,[],[],More than one crore people in the textiles-apparel industry are expected to lose their jobs.,7205,English,['More than one'],' Published : May 2020  ',Fibre 2 Fashion - Articles,Global,4
'Polyester market prices hit badly due to  coronavirus spread',https://www.fibre2fashion.com/industry-article/8585/polyester-market-prices-hit-badly-due-to-coronavirus-spread,Global,2020-10-25,"['January', 'early February']","['January', 'February']",Most of the polyester units have cut down production from end of January and early February with huge inventory burden.,7212,English,[],' Published : Feb 2020  ',Fibre 2 Fashion - Articles,Global,4
'Covid19 Impact: Global Economy: Down Under',https://www.fibre2fashion.com/industry-article/8625/covid19-impact-global-economy-down-under,Global,2020-10-25,['2008'],[],On most of these measures the impact has cut deeper than in 2008.,7216,English,[],' Published : Apr 2020  ',Fibre 2 Fashion - Articles,Global,4
'CEO Agenda 2020: Systemic change',https://www.fibre2fashion.com/industry-article/8637/ceo-agenda-2020-systemic-change,Global,2020-10-25,[],[],"On the other, those who lose their jobs in this inevitable transition may possibly be the least equipped to seize the new opportunities that such innovation creates.",7227,English,[],' Published : Apr 2020  ',Fibre 2 Fashion - Articles,Global,4
'10 #WorkFromHome Fashion Tips',https://www.fibre2fashion.com/industry-article/8685/10-workfromhome-fashion-tips,Global,2020-10-25,['this summer'],[],"Other notable trends this summer are transparency, cut outs in
geometric shapes and the waistcoat in checks or stripes.",7158,English,[],' Published : May 2020  ',Fibre 2 Fashion - Articles,Global,4
'10 Steps to Starting Your T-Shirt Business',https://www.fibre2fashion.com/industry-article/8795/10-steps-to-starting-your-t-shirt-business,Global,2020-10-25,[],"['Unfit', 'Heat', 'Transfer', 'Vinyl']","Pros: 
 
•     Fairly simple 
•     Produces excellent quality 
•     Suitable for complex designs 
 
Cons:  
 
•     Slower than virtually all the other methods 
•     Unfit for heat-sensitive fabrics 
•     Unfit for dark garments 
 
Heat Transfer Vinyl  
 
This technique uses a special cloth that is cut into various shapes before transferring them to the fabric using a heat press, which can either be a machine or an iron box.",7143,English,[],' Published : Oct 2020  ',Fibre 2 Fashion - Articles,Global,4
'Banarasi Sari - Evolution and Endurance in Modern Age',https://www.fibre2fashion.com/industry-article/8776/banarasi-sari-evolution-and-endurance-in-modern-age,Global,2020-10-25,[],[],Punch cards are made with cardboard sheets cut into required sizes.,7151,English,[],' Published : Sep 2020  ',Fibre 2 Fashion - Articles,Global,4
'Covid-19 brings Indian apparel sector to grinding halt',https://www.fibre2fashion.com/industry-article/8658/covid-19-brings-indian-apparel-sector-to-grinding-halt,Global,2020-10-25,[],['GST'],"Reduced GST: Once the lockdown is lifted, thegovernment can offer a cut on GST rate on all textile products until theindustry recovers properly.",7235,English,[],' Published : Apr 2020  ',Fibre 2 Fashion - Articles,Global,4
'Consumers demand sustainability after COVID-19. But can ethical textile industry recover from the crisis?',https://www.fibre2fashion.com/industry-article/8762/consumers-demand-sustainability-after-covid-19-but-can-ethical-textile-industry-recover-from-the-cri,Global,2020-10-25,[],"['US', 'EU']",Reports from textile companies in the US and the EU show that major brands have made massive price cuts to keep buyers interested and demanded huge discounts from their suppliers.,7193,English,[],' Published : Aug 2020  ',Fibre 2 Fashion - Articles,Global,4
